330930,gulf families rely on asian nannies then complain that their children are learning urdu or sinhalese wrote british commentator roger hardy . asian women migrant workers told a seminar in cairo in september that blatant and organized trafficking in women abuse and injustice were rising sharply in all parts of the world . caridad tharan of the asian migrants forum said migrants were exploited by unscrupulous agents at home and abroad who made them pay high fees for placement in jobs
307143,drug laws are getting tougher . but human traffickers even if caught risk virtually no punishment . the smuggling of aliens is just a misdemeanour in the czech republic
458529,you speak of the two million mines per year added to the 110 million already deployed and the 100 million stockpiled . you name it an insidious arsenal of evil and uphold the noble effort to eliminate this appalling human trafficking in death and destruction . xwell applause applause
413954,he also praised the six-month irish presidency which ended its current term with the dublin meeting saying it showed what political determination perseverance and optimism can achieve irish prime minister john bruton said deals on the stability pact for the euro and on co-operating to fight drugs and crime had been in doubt when the meeting opened but had been resolved . on crime europol in the hague will be given wider powers to tackle drugs and crime syndicates as well as pedophilia and cross-border trafficking in women and children . the summit was a conscious attempt to make the european union more popular by stressing issues that affect people drugs crime terrorism and open borders that will permit the free movement of citizens
411725,that equals 14 to 19 per cent of thailand official gross domestic product in 1995 putting the amount of corruption nearly equal to the government budget and well above the value of its agricultural production . of the six activities studied drug-trafficking contraband arms trading diesel oil smuggling trafficking in women for prostitution trafficking in human labour and certain forms of illegal gambling only arms trading is declining the study says thanks to general peace in the region . all others have a tendency to rise because of profitability and ineffective law enforcement says a summary of the study by three researchers at the political economy centre of chulalongkorn university in bangkok where us president bill clinton was awarded an honorary doctorate in economics last week ... they also relied on existing research and consulted non-governmental organizations drug enforcement officials and other sources . the estimated 24 dollar-billion to 32 dollar-billion in illegal businesses does not include a wide range of other illegal activities including trafficking of people to third countries illegal logging and corruption among politicians and bureaucrats . as the researchers have not conducted this type of survey in the past they do not estimate how quickly corruption is growing
412397,we need the support of the canadian government mr brouwer said . authorities in the netherlands a liberal democracy with a reputation for opening its arms to asylum seekers are careful to distinguish between a need to maintain a haven for legitimate refugees and the practice of trafficking in people for profit . we are not fighting the crime of quote unquote illegal immigrants mr van zwam said
405470,three were given death sentences suspended for two years which may be commuted to life for good behaviour . trafficking in women and children continues in many rural areas fuelled by a shortage of eligible women and the strong desire of many farmers for a son . reuters
410336,she also can not afford the 15-cent bus fare to town . no one is sure of the extent of child trafficking from nepal so clouded is it by the fact that most nepalese children are not in school and many voluntarily travel to india to work as helpers in tea shops truck stands or private homes . we do not know the magnitude ... investigations by unicef and other organizations however are unravelling a rich and powerful trafficking network that may run through nepal police parliament and cabinet . child-rights groups complain that when they lead police to a trafficker often at risk to girls who have given evidence the suspect is quickly released despite a special nepalese law that places the burden of proof on an accused child trafficker . to finance bail and bribes traffickers are said to deposit one-third of the sale price of each child into a secret fund ... for example more than 100 girls in anita district have been reported missing by their parents but last year three suspected traffickers from there were released from jail on the same day the district member of parliament kamal thapa was named to nepal cabinet . if child trafficking is sophisticated in nepal it is only one branch of a large tree of discrimination against girls in the predominantly hindu kingdom . with only 13 per cent of its women able to read or write nepal ranks third last in the world in terms of female education ... men in rural nepal are born to drink born to gamble born to beat their wives said aruna uprety a kathmandu medical doctor and leading child-rights activist . they think this girl trafficking is normal in the country villages many of them a half-day walk from the nearest road girls are expected to contribute to the family income at an early age . some tend animals in remote pastures
410681,many of them ended up in thailand . such refugees are prime candidates for traffickers in children for prostitution said chris mcmahon of the bangkok-based centre for the protection of children rights . traffickers are always looking for the most vulnerable people from the traffickers point of view an additional benefit of foreign and tribal girls is that most of them speak little or no thai and thus are less knowledgeable and more easily manipulated
410697,while it is still impossible to create entirely computer-generated images that appear lifelike it is however possible to inset digital images of a person into a video in which they have not appeared says margaret healy of the child-welfare group end child prostitution in asian tourism in a background paper prepared for the conference . technology will soon be able to facilitate the creation of lifelike child pornography without using any real children at all child pornography juvenile prostitution and the international trafficking of children for sexual purposes are the themes of the five-day conference . delegates are considering an agenda for action that calls not only for stronger international police co-operation to combat the pornography trade but also the outlawing of the possession of child pornography throughout the world
410877,global police co-operation is good against drug traffickers he said . but we do not have the same kind of commitment with these issues of trafficking in children
411405,during the first weeks of custody six women died from what police said were aids-related causes such as tuberculosis . as the world tries to face up to a global crisis of child trafficking and commercial sex abuse many child-rights activists say the so-called bombay rescue does little to curtail child prostitution and often adds to the stigma of prostitution . it is far better to concentrate on prevention by working with the communities where most of them come from said gracy fernandes research director of bombay college of social work
524875,not when so many new routes can be found to the west . indian police say the collapse of the soviet union in the early 1990s has made it almost impossible to stop human trafficking . russia and other cash-strapped countries in its orbit are so eager to sell visas and seats on their state-owned airlines that jalandhar a farming and small industrial centre has two aeroflot offices on its main street
516986,the burgeoning traffic in foreign women coming to canada to work as exotic dancers will be sharply curtailed according to interdepartmental federal government correspondence obtained by the globe and mail . the entry of foreign strippers is incompatible with canada highly publicized international opposition to the trafficking in women for the purposes of sexual exploitation one letter says . besides it says there is no shortage of canadian women willing to work as exotic dancers ... others could be admitted if an employer can establish an economic benefit to canada or where there is a reciprocal agreement between canadian dancers and foreign dancers . however it is foreseeable that many persons seeking entry as exotic dancers will not have a validation exemption at their disposal ms steidle wrote that her department preferred approach in curtailing the entry of foreign strippers is to allow immigration officers to deny temporary work visas on the grounds that there is no shortage of canadians willing to work as strippers and that the occupation requires a very short training period in her letter ms steidle said that knowing what we do of the movement of exotic dancers into canada i am sure that hrdc human resources development canada will do all it can to help us place responsible limits on this situation ms steidle noted that in a recent speech to the united nations canadian ambassador robert fowler strongly decried the trafficking of women for the purposes of sexual exploitation . the protection of human rights of women is a centrepiece of canada domestic and foreign policy mr fowler said adding that one of the objectives of canada immigration act is to promote international order and justice by denying the use of canadian territory to persons who are likely to engage in criminal activity
536604,but many child-rights workers question whether the government is sincere in its effort or merely wants to appease foreign-aid donors who have highlighted the problem in recent years . cambodia interpol unit laid charges against manfred gast a retired canadian construction worker under a new law designed to stop child trafficking and sexual abuse of children . in an unrelated case they also charged a freelance french photographer with seven counts of sexually abusing children ... you just had to pay a little to the police and you got away . now they are seeing something a little different after a un conference last summer on child-sex trafficking in which cambodia was highlighted as a major offender the government has been keen to show its desire to curtail the trade . king norodom sihanouk devoted his annual birthday message last year to the issue and the co-prime ministers called for a special commission on the exploitation of children
502571,wednesday spring meeting of the international monetary fund and world bank to april 29 . thursday european union ministerial conference on international trafficking in women to saturday in the hague . closed meeting for eu justice and social-affairs ministers organized by dutch social-affairs and employment ministry
503478,lemieux did his bit for the local economy also and not just because of all those earned-income taxes he paid over the years . surely he inspired a cottage industry of people trafficking in footage of the spectacular goals he scored . the kind of goal that defied belief and occasionally some of the fundamental tenets of physics
504172,two delegates to conference denied visas . two delegates to a conference on trafficking in women have been refused entry to canada organizers said yesterday . the conference of 64 women from around the world that begins today is looking at ways to curb the coercion of women from poor countries into prostitution forced marriages and domestic work in the developed world ... often . the only option for an entire family or an entire community available to them for survival is to export their women trafficking in women in canada ranges from mild cases of overworking nannies to extreme exploitation being held in brothels for example ms harrison said . in canada the brothels tend to be called massage parlours she added . there is no estimate of the extent of trafficking in women in canada and those women are very difficult to help ms harrison said . today liberal mp hedy fry is scheduled to address the conference which is holding private
557427,mr yoon advocated harsh penalties including jail sentences of up to 20 years and seizure of criminals assets to deter the trade but he said what is really needed is better enforcement . although many countries including canada have signed international agreements banning trafficking in women for the purposes of prostitution mr yoon said there is no effective way of enforcing them . a united nations report last year agreed saying a lack of international co-operation and political will has contributed to the expansion of traffic in women across the asia-pacific region and worldwide the united nations high commissioner for human rights spoke in a recent report of the urgent need for the adoption of effective measures nationally regionally and internationally to protect women and girl children from this nefarious traffic
673987,thailand deputy foreign minister sukhumbhand paribatra said during an international conference of business leaders officials and economists in singapore this week that he believed there now exists a potential for chaos in many parts of east asia . president joseph estrada of the philippines said that east asian governments now had to face new international threats to security including piracy trafficking in women and children terrorism and illegal trade in weapons . in a meeting yesterday with journalists the us commander-in-chief in the pacific admiral joseph prueher said that in the 16 months since the currency contagion started in thailand there had been a significant shift in the security preoccupations of countries in the region ... this would contrast sharply with the recent signs of eased tensions between china and taiwan japan and south korea and vietnam and china . asian officials are concerned that governments in the region may be overwhelmed by the sheer scale of unemployment and underemployment brought on by the recession and by new kinds of security threats aggravated by poverty and desperation such as piracy and illegal migration of large numbers of people including organized trafficking in women and children for prostitution . the communist party in china ended a top-level meeting on wednesday by indicating its concern at the potential for labour unrest as the country economy slows
668595,people need to realize that japan is being targeted as a major problem by the international community said junko miyamoto head of a group that has been working for six years to ban child pornography . the situation is totally out of control carol smolenski co-ordinator for the us branch of the group end child prostitution child pornography and trafficking of children said that because of the reach of the internet japan has a responsibility to the world to crack down . we are affected by japan laws
663207,the united nations estimates that colombia needs $1-billion for alternative development . add to those problems the rebels who finance their insurgency by taxing coca production and protecting traffickers laboratories and airstrips . they try to show they are for alternative development but they do not really support it said juan carlos claros who runs the state office of the government crop-substitution program
729843,in mr chang they involved planning to smuggle in prostitutes from malaysia and singapore as well as thailand into canada . in addition to being illegal such a practice is an affront to canada international campaign against the trafficking of women . before the government employees were arrested one thai prostitute did get into the country illegally
777242,he said three-quarters of them work in a different province from the one where they grew up . thursday raid was part of an ongoing crackdown on the trafficking of prostitutes into canada . a raid on a markham club a week earlier resulted in charges against 16 people
778045,an 88-year-old ban on brothels was lifted yesterday when parliament approved legislation intended to bring the sex industry out of the shadows . proponents of the law say it will reduce trafficking in women cut down on child prostitution and crowd out criminal elements . prostitution is legal in the netherlands but brothels were banned in 1911 by calvinists who sought to punish those exploiting women
778095,in the philippines for example a british national recently received a 12-to-14-year sentence for abusing an eight-year-old girl while an american man was jailed for 24 years on charges involving sex with two sisters age 9 and 13 . canadians have not been immune to such international charges in asia alone seven canadians were charged between 1992 and 1995 with sexually abusing children according to ecpat end child prostitution pornography and trafficking in children for sexual purposes the bangkok-based worldwide lobby group that first conceived of the stockholm conference . as xwell says a foreign affairs spokesman three canadians have actually served time in foreign jails for child-sex offences since 1995 although no canadians are now locked up abroad on such charges
773832,it is usually much easier for the americans to complain that they have a lot of illegal immigrants from us but we think it is two-way traffic martha nixon the assistant deputy minister of operations for immigration canada said in an interview . the arrival this past summer of scores of chinese boat people on british columbia shores renewed us complaints that canada lax immigration laws encourage the human trafficking canadian officials say . us police agencies are also upset that most of the chinese migrants make their way illegally into new york from canada
771328,illegal migration must be countered and regulated . trafficking of people must be tackled . meeting these challenges need not mean diminishing our compassion for refugees ms o donnell told a refugee conference this month
771349,ms caplan said she would offer rights of residency to co-operative migrants only on the advice of crown prosecutors and police . she said this is the first time canada has faced organized trafficking in human beings whose goal is not to win legal residency in canada . the snakeheads attempt to land their cargo unnoticed and to force their passengers underground and into servitude as soon as possible to collect the large fees they charge for the voyage she pointed out . ms caplan called for criminal penalties against those convicted of trafficking in human beings that are just as tough as those for drug traffickers . i will not tolerate the abuse of our system by organized criminals engaged in such deplorable human
720871,brothels get government nod . the dutch parliament voted to legalize brothels yesterday swayed by arguments that regulation of the sex industry would help reduce trafficking in women exploitation of minors and drug-related crimes . the draft law which now passes to the upper house for rubber stamping
751745,ms smith charges were considered by the working group but its final report will not reflect the issues she raised one diplomat familiar with the report told the associated press . rather the report will focus on global trends and patterns of discrimination such as rape trafficking of women women being attacked in conflicts and women being denied nationality for unfair reasons the diplomat said .
763229,the agency also said sex tourism and pornography involving children is flourishing especially on the internet . the sale and trafficking of children across national borders by organized networks is another area that is worsening the organization says . children are trafficked for prostitution and for dangerous work in construction factories and for domestic service . the end of the cold war made movement across borders easier including the trafficking of children according to a 1995 report by the united nations commission on human rights . the agency has seen a resurgence of child labour in developed countries in eastern and central europe due to economies by the transition to a market
757873,gangs are abducting young female refugees from kosovo and forcing them into prostitution particularly in albania the un high commissioner for refugees reported yesterday . human traffickers are a serious threat especially in albania sadako ogata told the united nations security council . they have already started smuggling refugees across the adriatic into italy and the european union
746264,the ilo pact will come into force after two states have ratified it . it aims to protect those under 18 by targeting child slavery forced labour trafficking debt bondage serfdom prostitution pornography and exploitative work in dangerous industries . it urges states to enforce the pact by removing children from harmful work and providing rehabilitation as well as basic free education or vocational training
742257,the guerrilla group has long been accused of being active in the drug trade both in kurdish regions and in europe . he also acknowledged that the pkk may have been involved in human trafficking arranging for kurds to get citizenship in european countries in exchange for part of their salaries . mr ocalan said his group had an income of 250 dollar-million us but it was not clear whether that was the pkk annual revenue or the total money at its disposal
739404,in the war against sex tourism . japan new legislation banning the purchase of anyone under 18 for prostitution is a step in the right direction toward eliminating prostitution sex tourism and the global trafficking in women . the massive and escalating sexual exploitation of women by local and global sex industries constitutes a fundamental violation of human rights and a barrier to women equality
707880,but the family who eventually bought her acknowledges doing so and researchers and aid workers say the experiences that ms hoan and her brother described in hours of interviews are typical . rising unemployment in vietnam provides easier prey for people trafficking in vietnamese women who call their victims straying cows dang canh khanh an associate professor at the youth research institute in hanoi a government think tank says the promise of a job is a common trick . in fact he and aid workers say some women cross the border willingly on promises that they will be well cared for
779746,if the time comes to remove you from canada i can hardly conclude you would say xokay i will go you had probably resort to equally desperate means to avoid returning to china the adjudicator said . in a written submission immigration canada said the journey was a deliberate attempt to evade and circumvent canadian immigration requirements the voyage was organized by smugglers who are part of an international network of trafficking in humans the government said . based on extensive interviews the government has drawn up a profile of the migrants
784665,in russia and three other countries one of every 100 girls is infected with syphilis said john micklewright one of the authors of the study . increased trafficking in women worsens the situation the report says . women power to improve their lot has also been set back with the number of women who are legislators declining about one-third to an average of 10 per cent according to the report
784670,the impact the total eruption of prostitution has had on public morale is devastating mr kopriva said . supporters of the new law say it would also influence related crimes such as trafficking in women turf battles drug dealing and money laundering which are often connected to the organized gangs that manage prostitutes . residents of border towns where there are often heavy concentrations of prostitutes have helped to formulate the bill which is expected to receive government approval at the end of october before it goes to parliament
780681,china to help battle smuggling axworthy says beijing agrees to work with canadian authorities in crackdown on crime including trafficking in human beings . dateline auckland new zealand china has agreed to work with canadian authorities to crack down on human smuggling rings that have sent boatloads of would-be chinese refugees to british columbia shores foreign affairs minister lloyd axworthy says ... mr axworthy met yesterday with chinese foreign minister tang jiaxuan during preparations for this weekend meeting of the asia-pacific economic co-operation group . in an interview afterward mr axworthy said the chinese minister provided assurances that beijing would work with canada under a five-month-old agreement aimed at battling crime including trafficking in human beings . it is a crime problem and therefore we should activate that memorandum as the basis of co-operation between the two countries mr axworthy said
826086,others have been spotted in south africa . australian music producer peter carlson was recently arrested zambia for allegedly trafficking prostitutes . he faces charges of procuring and attempting to procure five zambian girls with the intention of taking them to australia to become common prostitutes
867850,us bill targets domestic abuse . also toughens laws against trafficking . of women children for prostitution . the us house of representatives overwhelmingly approved a wide-ranging measure yesterday that helps states and localities fight domestic violence and toughens laws against the trafficking of women and children for prostitution and sweatshop labour . the bill establishes specific laws against ... one of the bill other major components reauthorizes for five years the violence against women act which finances shelters for victims of domestic violence and for law-enforcement officials who investigate domestic abuse . the bill also includes strong protection and aid for victims of trafficking . often women or children who are brought to the united states and held in bondage for years are arrested and deported when they are discovered since they are not legal residents
823240,for them the only business that is flourishing seems to be the sex trade . it is an international industry that can take them away from the struggle in ukraine sometimes to a sex-slave ring in turkey or greece says oksanna horbunova of la strada ukraine an agency that fights global trafficking in women . this is especially dangerous for young women it can also get them into canada which to ms horbunova amazement grants work permits to women who are willing to work as strippers ... many of these people have had their six-month work permits renewed regularly some have returned home and others have gone underground staying in canada illegally . united nations has deemed trafficking in women to be a serious problem . traffickers move as many as four million illegal immigrants a year worldwide generating gross earnings of as much as $7-billion us
800071,but liberdade liberty in portuguese is not the place it was when the first group of immigrants settled there 90 years ago fleeing earthquakes and poor harvests in japan . drug traffickers prostitutes and the homeless have infiltrated from sao paulo dilapidated downtown district threatening to turn the once orderly haven into a den of crime . older well-to-do japanese brazilians have deserted the community in search of a better life
802519,starting a security check when a person makes a claim . large fines for human trafficking . these measures apply to only a fraction of refugee claims ... the proposed refugee changes therefore respond more to last summer headlines than the irb endemic problems . easing public concerns about illegal immigrants disguised as refugees and human traffickers struck the government as necessary to divert attention for higher immigration levels . no public support exists for significantly higher immigration apart perhaps from some immigrant groups that the liberals dominate politically
803019,canadian immigration authorities have said they fear the snakeheads might try to re-establish contact with the children . us immigration agents have found 250 brothels in 26 cities that appeared to be holding trafficking victims according to the cia report . but it was not always easy to tell the report added because the victims generally did not speak english
806182,however in meetings with top provincial security officials she emphasized more must be done by both sides to speed up return of illegal migrants to their homeland . meanwhile china highest court announced yesterday that it had executed four men in a crackdown on trafficking of women and children . police say they have returned scores of women and children to their families
855000,it has been going on throughout the country history . but the communist revolution which sought to wipe out the prostitution and servitude that fuels trafficking in humans was supposed to end the indignity . in the past month however communist officials have made it clear that goal is far from being reached ... the government is now offering dna tests to parents seeking lost children an expensive and laborious process . in the city of guiyang in guizhou province police say they have arrested 28 people for trafficking in children . the ringleaders all from one family are believed to have been involved in the abduction of 60 children from guiyang who were dispersed around the province and country
856804,trafficking in women out of control . dateline sarajevo women-trafficking and prostitution are becoming the most serious human-rights problem in postwar bosnia as it struggles to re-establish the rule of law a report from the un mission in sarajevo said
852418,a chinese man and his two canadian daughters are also expected to be arrested by us authorities on human smuggling charges . criminal organizations responsible for trafficking in human beings have been dealt another major setback today doris meissner the commissioner of the us immigration and naturalization service said yesterday . the canadians face up to 15 years in jail and a possible fine of up to 600 000 dollar us if convicted of the bribery and smuggling charges
840482,global conference builds on bold aims of 1995 beijing forum . dateline united nations a new united nations blueprint to improve women lives stresses health care including abortion and punishment for marital rape domestic abuse and trafficking in women and girls a us official said yesterday . in the waning hours of a five-day global women conference delegates and women activists from 180 nations hammered out the final details of a document known as beijing plus 5 referring to a pivotal un forum on women held five years ago in china ... the delegates agreed that businesses schools and other private-sector organizations should be held accountable for any discrimination or violence against women . strong language was put in place against trafficking of women and girls which has burgeoned along with the global economy in the past five years along with a call to monitor the process and stop it . globalization itself came under fire with some saying that the same worldwide economic system that has created sudden fortunes disproportionately harms poor women especially in developing countries with crushing debt
841965,in a world of winners and losers the losers do not simply disappear they seek somewhere else to go mr stalker concluded . numerous international organizations including the ilo europol and the organization for security and co-operation in europe are now investigating human trafficking .
927812,to protect the children canadian social agencies vet the adoptive couples to test their fitness as parents just as they would if the couples were adopting in canada . in most international adoptions the whole process is governed by the hague convention on intercountry adoption of 1994 which was specifically designed to set guidelines on such adoptions and restrict child trafficking and fraud . the case of the internet babies has sounded alarms because it raises the spectre of babies being bought and sold over the internet like athletic shoes or laptop computers just another commodity in the e-commerce age
924040,most made refugee claims but only 24 have been granted refugee status . the human trafficking continues even though then-foreign-minister lloyd axworthy received assurances from chinese authorities in september 1999 that china would work diligently to crack down on the human-smuggling rings . the two governments also committed themselves to co-operate in criminal investigations by sharing information on suspects and witnesses ... the source said there was a temporary lull in the highly lucrative trade after us authorities with the help of a canadian undercover agent cracked a major human-smuggling ring in the spring that been shipping migrants from fujian to the united states via the windsor-detroit border . but the source said the human trafficking picked up steam again in the fall confirming predictions by canadian and us authorities that chinese migrants desperate for a new life would continue to pay in excess of 50 000 dollar a head to criminal syndicates to ship them to north america . once they arrived in september and after the latest group of illegal migrants were split into smaller groups and then travelled to toronto by chartered bus posing as a chinese tour group as well as by train plane or concealed in tractor trailers the source said
924264,the united states faces a growing threat from chinese crime groups that are using canada as a base from which to conduct criminal activities that impact our country according to the 128-page report . the report released by the white house last month also pointed an accusatory finger at canada immigration laws particularly a scheme to attract foreign investors saying they permit criminal gangs to flourish in canada and help engineer the human trafficking into the united states . members of ethnic chinese criminal groups known as triads from china hong kong taiwan and macau have exploited ottawa immigration policy and entrepreneur program to enter the country and become canadian residents which makes it easier from them to cross into the united states the report says
924974,organized transborder criminality of all types is currently thriving the report said . many organizations have expanded their portfolio to include the trafficking of migrants the links between organized crime groups and the trafficking of people are being strengthened as smugglers form pacts to spirit illegal migrants from all over the world into canada it said . collaboration between trafficking organizations is evident whereby ethnic and national groups interact facilitates the provision of transport safe houses local contacts and travel documentation the report does not identify the criminal syndicates involved in people-smuggling schemes
965711,severe penalties against traffickers do little good since they are rarely apprehended . there a direct connection between this growing trafficking in humans and canada asylum system . we allow any person who reaches our territorial waters to make an asylum claim it does not matter which country the person comes from
968771,hundreds of thousands of children are sold into slavery each year a swiss-based charity said yesterday as it launched a worldwide campaign against trafficking . the charity terre des hommes said its three-year program is aimed at cutting the trafficking of children into slavery prostitution the drug trade organized begging and illegal commercial adoption . there are no statistics on trafficking in children but we all know that hundreds of thousands of girls and boys fall victim each year boris scharlowski campaign co-ordinator said . the traffickers take advantage of their victims lack of
915583,when a girl can go for what amounts to up to six years of wages for many families the parental bond is easily broken . child trafficking is so established that many brothel agents live in the village and are often friends of the families from whom they buy the children . we tend to think of trafficking as involving sophisticated crime networks but much of it is really a cottage industry involving small-time profiteers said phil marshall manager of a bangkok-based united nations interagency project on trafficking women and children in the mekong subregion . a new report from the ilo in conjunction with the united nations development project found that many girls are even willing participants in the
916108,child-rights advocates say that in the last five years there has been a sharp rise in the number of women under 18 sold to pimps sometimes by their families and often across borders and forced to work as prostitutes . sex trafficking ranks third after arms-smuggling and drug-running among activities of global organized-crime networks ms wolff said . when the congress starts monday canada will be among the many western countries criticized for not cracking down on the international sex trade involving children
